,Year,Prefecture,Age Lower Bound,Age Upper Bound,Gender,Population
26195,1995,Kagawa Prefecture,75,79,Female,21020
26196,1995,Kagawa Prefecture,80,84,Male,8911
26197,1995,Kagawa Prefecture,80,84,Female,16217
26198,1995,Kagawa Prefecture,85,,Male,5630
26199,1995,Kagawa Prefecture,85,,Female,12540
26200,2000,Kagawa Prefecture,0,4,Male,24109
26201,2000,Kagawa Prefecture,0,4,Female,23022
26202,2000,Kagawa Prefecture,5,9,Male,24352
26203,2000,Kagawa Prefecture,5,9,Female,23127
26204,2000,Kagawa Prefecture,10,14,Male,27442
26205,2000,Kagawa Prefecture,10,14,Female,26163
26206,2000,Kagawa Prefecture,15,19,Male,29815
26207,2000,Kagawa Prefecture,15,19,Female,27891
26208,2000,Kagawa Prefecture,20,24,Male,28613
26209,2000,Kagawa Prefecture,20,24,Female,29147
26210,2000,Kagawa Prefecture,25,29,Male,35844
26211,2000,Kagawa Prefecture,25,29,Female,36423
26212,2000,Kagawa Prefecture,30,34,Male,30015
26213,2000,Kagawa Prefecture,30,34,Female,30696
26214,2000,Kagawa Prefecture,35,39,Male,28672
26215,2000,Kagawa Prefecture,35,39,Female,29591
26216,2000,Kagawa Prefecture,40,44,Male,30967
26217,2000,Kagawa Prefecture,40,44,Female,31553
26218,2000,Kagawa Prefecture,45,49,Male,36119
26219,2000,Kagawa Prefecture,45,49,Female,36074
26220,2000,Kagawa Prefecture,50,54,Male,45291
26221,2000,Kagawa Prefecture,50,54,Female,44529
26222,2000,Kagawa Prefecture,55,59,Male,33117
26223,2000,Kagawa Prefecture,55,59,Female,34473
26224,2000,Kagawa Prefecture,60,64,Male,28956
26225,2000,Kagawa Prefecture,60,64,Female,32095
26226,2000,Kagawa Prefecture,65,69,Male,29157
26227,2000,Kagawa Prefecture,65,69,Female,34006
26228,2000,Kagawa Prefecture,70,74,Male,25675
26229,2000,Kagawa Prefecture,70,74,Female,31662
26230,2000,Kagawa Prefecture,75,79,Male,16532
26231,2000,Kagawa Prefecture,75,79,Female,25540
26232,2000,Kagawa Prefecture,80,84,Male,9573
26233,2000,Kagawa Prefecture,80,84,Female,17583
26234,2000,Kagawa Prefecture,85,,Male,7154
26235,2000,Kagawa Prefecture,85,,Female,17360
26236,2005,Kagawa Prefecture,0,4,Male,23141
26237,2005,Kagawa Prefecture,0,4,Female,21963
26238,2005,Kagawa Prefecture,5,9,Male,24156
26239,2005,Kagawa Prefecture,5,9,Female,23048
26240,2005,Kagawa Prefecture,10,14,Male,24162
26241,2005,Kagawa Prefecture,10,14,Female,23035
26242,2005,Kagawa Prefecture,15,19,Male,25745
26243,2005,Kagawa Prefecture,15,19,Female,24128
26244,2005,Kagawa Prefecture,20,24,Male,23705
26245,2005,Kagawa Prefecture,20,24,Female,23787
26246,2005,Kagawa Prefecture,25,29,Male,30033
26247,2005,Kagawa Prefecture,25,29,Female,30463
26248,2005,Kagawa Prefecture,30,34,Male,36288
26249,2005,Kagawa Prefecture,30,34,Female,36238
26250,2005,Kagawa Prefecture,35,39,Male,29994
26251,2005,Kagawa Prefecture,35,39,Female,30480
26252,2005,Kagawa Prefecture,40,44,Male,28535
26253,2005,Kagawa Prefecture,40,44,Female,29296
26254,2005,Kagawa Prefecture,45,49,Male,30403
26255,2005,Kagawa Prefecture,45,49,Female,31125
26256,2005,Kagawa Prefecture,50,54,Male,35288
26257,2005,Kagawa Prefecture,50,54,Female,35713
26258,2005,Kagawa Prefecture,55,59,Male,44000
26259,2005,Kagawa Prefecture,55,59,Female,44193
26260,2005,Kagawa Prefecture,60,64,Male,32127
26261,2005,Kagawa Prefecture,60,64,Female,34205
26262,2005,Kagawa Prefecture,65,69,Male,27606
26263,2005,Kagawa Prefecture,65,69,Female,31374
26264,2005,Kagawa Prefecture,70,74,Male,26522
26265,2005,Kagawa Prefecture,70,74,Female,32679
26266,2005,Kagawa Prefecture,75,79,Male,21921
26267,2005,Kagawa Prefecture,75,79,Female,29547
26268,2005,Kagawa Prefecture,80,84,Male,12554
26269,2005,Kagawa Prefecture,80,84,Female,22164
26270,2005,Kagawa Prefecture,85,,Male,8818
26271,2005,Kagawa Prefecture,85,,Female,22323
26272,2010,Kagawa Prefecture,0,4,Male,20675
26273,2010,Kagawa Prefecture,0,4,Female,19956
26274,2010,Kagawa Prefecture,5,9,Male,23046
26275,2010,Kagawa Prefecture,5,9,Female,21728
26276,2010,Kagawa Prefecture,10,14,Male,23647
26277,2010,Kagawa Prefecture,10,14,Female,22618
26278,2010,Kagawa Prefecture,15,19,Male,23029
26279,2010,Kagawa Prefecture,15,19,Female,20918
26280,2010,Kagawa Prefecture,20,24,Male,19881
26281,2010,Kagawa Prefecture,20,24,Female,20092
26282,2010,Kagawa Prefecture,25,29,Male,24375
26283,2010,Kagawa Prefecture,25,29,Female,24605
26284,2010,Kagawa Prefecture,30,34,Male,29880
26285,2010,Kagawa Prefecture,30,34,Female,30066
26286,2010,Kagawa Prefecture,35,39,Male,35612
26287,2010,Kagawa Prefecture,35,39,Female,35440
26288,2010,Kagawa Prefecture,40,44,Male,29452
26289,2010,Kagawa Prefecture,40,44,Female,30001
26290,2010,Kagawa Prefecture,45,49,Male,27661
26291,2010,Kagawa Prefecture,45,49,Female,28650
26292,2010,Kagawa Prefecture,50,54,Male,29522
26293,2010,Kagawa Prefecture,50,54,Female,30591
26294,2010,Kagawa Prefecture,55,59,Male,34161
26295,2010,Kagawa Prefecture,55,59,Female,35309
26296,2010,Kagawa Prefecture,60,64,Male,42539
26297,2010,Kagawa Prefecture,60,64,Female,43667
26298,2010,Kagawa Prefecture,65,69,Male,30411
26299,2010,Kagawa Prefecture,65,69,Female,33336
26300,2010,Kagawa Prefecture,70,74,Male,25060
26301,2010,Kagawa Prefecture,70,74,Female,30010
26302,2010,Kagawa Prefecture,75,79,Male,22594
26303,2010,Kagawa Prefecture,75,79,Female,30350
26304,2010,Kagawa Prefecture,80,84,Male,16693
26305,2010,Kagawa Prefecture,80,84,Female,25737
26306,2010,Kagawa Prefecture,85,,Male,11108
26307,2010,Kagawa Prefecture,85,,Female,27946
26308,2015,Kagawa Prefecture,0,4,Male,19270
26309,2015,Kagawa Prefecture,0,4,Female,18104
26310,2015,Kagawa Prefecture,5,9,Male,20780
26311,2015,Kagawa Prefecture,5,9,Female,19960
26312,2015,Kagawa Prefecture,10,14,Male,22716
26313,2015,Kagawa Prefecture,10,14,Female,21494
26314,2015,Kagawa Prefecture,15,19,Male,23420
26315,2015,Kagawa Prefecture,15,19,Female,21348
26316,2015,Kagawa Prefecture,20,24,Male,18793
26317,2015,Kagawa Prefecture,20,24,Female,17984
26318,2015,Kagawa Prefecture,25,29,Male,21884
26319,2015,Kagawa Prefecture,25,29,Female,21115
26320,2015,Kagawa Prefecture,30,34,Male,25161
26321,2015,Kagawa Prefecture,30,34,Female,24950
26322,2015,Kagawa Prefecture,35,39,Male,30174
26323,2015,Kagawa Prefecture,35,39,Female,30090
26324,2015,Kagawa Prefecture,40,44,Male,35501
26325,2015,Kagawa Prefecture,40,44,Female,35410
26326,2015,Kagawa Prefecture,45,49,Male,29226
26327,2015,Kagawa Prefecture,45,49,Female,29565
26328,2015,Kagawa Prefecture,50,54,Male,27398
26329,2015,Kagawa Prefecture,50,54,Female,28262
26330,2015,Kagawa Prefecture,55,59,Male,29098
26331,2015,Kagawa Prefecture,55,59,Female,30261
26332,2015,Kagawa Prefecture,60,64,Male,33360
26333,2015,Kagawa Prefecture,60,64,Female,34844
26334,2015,Kagawa Prefecture,65,69,Male,40586
26335,2015,Kagawa Prefecture,65,69,Female,42456
26336,2015,Kagawa Prefecture,70,74,Male,28045
26337,2015,Kagawa Prefecture,70,74,Female,32020
26338,2015,Kagawa Prefecture,75,79,Male,22072
26339,2015,Kagawa Prefecture,75,79,Female,27838
26340,2015,Kagawa Prefecture,80,84,Male,17786
26341,2015,Kagawa Prefecture,80,84,Female,26613
26342,2015,Kagawa Prefecture,85,,Male,14866
26343,2015,Kagawa Prefecture,85,,Female,34014
26344,1920,Ehime Prefecture,0,4,Male,70945
26345,1920,Ehime Prefecture,0,4,Female,69659
26346,1920,Ehime Prefecture,5,9,Male,66778
26347,1920,Ehime Prefecture,5,9,Female,65378
26348,1920,Ehime Prefecture,10,14,Male,59600
26349,1920,Ehime Prefecture,10,14,Female,59336
26350,1920,Ehime Prefecture,15,19,Male,45581
26351,1920,Ehime Prefecture,15,19,Female,48813
26352,1920,Ehime Prefecture,20,24,Male,36524
26353,1920,Ehime Prefecture,20,24,Female,40325
26354,1920,Ehime Prefecture,25,29,Male,31478
26355,1920,Ehime Prefecture,25,29,Female,31876
26356,1920,Ehime Prefecture,30,34,Male,29081
26357,1920,Ehime Prefecture,30,34,Female,30310
26358,1920,Ehime Prefecture,35,39,Male,29074
26359,1920,Ehime Prefecture,35,39,Female,31271
26360,1920,Ehime Prefecture,40,44,Male,28781
26361,1920,Ehime Prefecture,40,44,Female,29975
26362,1920,Ehime Prefecture,45,49,Male,26401
26363,1920,Ehime Prefecture,45,49,Female,27310
26364,1920,Ehime Prefecture,50,54,Male,22696
26365,1920,Ehime Prefecture,50,54,Female,22932
26366,1920,Ehime Prefecture,55,59,Male,18926
26367,1920,Ehime Prefecture,55,59,Female,19372
26368,1920,Ehime Prefecture,60,64,Male,18151
26369,1920,Ehime Prefecture,60,64,Female,18622
26370,1920,Ehime Prefecture,65,69,Male,14040
26371,1920,Ehime Prefecture,65,69,Female,15107
26372,1920,Ehime Prefecture,70,74,Male,9538
26373,1920,Ehime Prefecture,70,74,Female,10579
26374,1920,Ehime Prefecture,75,79,Male,5164
26375,1920,Ehime Prefecture,75,79,Female,6406
26376,1920,Ehime Prefecture,80,,Male,2631
26377,1920,Ehime Prefecture,80,,Female,4060
26378,1925,Ehime Prefecture,0,4,Male,77977
26379,1925,Ehime Prefecture,0,4,Female,76610
26380,1925,Ehime Prefecture,5,9,Male,66933
26381,1925,Ehime Prefecture,5,9,Female,65433
26382,1925,Ehime Prefecture,10,14,Male,63973
26383,1925,Ehime Prefecture,10,14,Female,63060
26384,1925,Ehime Prefecture,15,19,Male,49960
26385,1925,Ehime Prefecture,15,19,Female,52519
26386,1925,Ehime Prefecture,20,24,Male,38565
26387,1925,Ehime Prefecture,20,24,Female,41518
26388,1925,Ehime Prefecture,25,29,Male,36577
26389,1925,Ehime Prefecture,25,29,Female,36741
26390,1925,Ehime Prefecture,30,34,Male,30715
26391,1925,Ehime Prefecture,30,34,Female,30076
26392,1925,Ehime Prefecture,35,39,Male,28450
26393,1925,Ehime Prefecture,35,39,Female,28706
26394,1925,Ehime Prefecture,40,44,Male,27868
26395,1925,Ehime Prefecture,40,44,Female,29190
26396,1925,Ehime Prefecture,45,49,Male,27241
26397,1925,Ehime Prefecture,45,49,Female,28286
26398,1925,Ehime Prefecture,50,54,Male,24661
26399,1925,Ehime Prefecture,50,54,Female,25543
26400,1925,Ehime Prefecture,55,59,Male,20330
26401,1925,Ehime Prefecture,55,59,Female,20790
26402,1925,Ehime Prefecture,60,64,Male,16295
26403,1925,Ehime Prefecture,60,64,Female,17206
26404,1925,Ehime Prefecture,65,69,Male,14220
26405,1925,Ehime Prefecture,65,69,Female,15239
26406,1925,Ehime Prefecture,70,74,Male,9864
26407,1925,Ehime Prefecture,70,74,Female,11480
26408,1925,Ehime Prefecture,75,79,Male,5576
26409,1925,Ehime Prefecture,75,79,Female,7007
26410,1925,Ehime Prefecture,80,84,Male,2351
26411,1925,Ehime Prefecture,80,84,Female,3418
26412,1925,Ehime Prefecture,85,,Male,715
26413,1925,Ehime Prefecture,85,,Female,1273
26414,1930,Ehime Prefecture,0,4,Male,81227
26415,1930,Ehime Prefecture,0,4,Female,80586
26416,1930,Ehime Prefecture,5,9,Male,73545
26417,1930,Ehime Prefecture,5,9,Female,72040
26418,1930,Ehime Prefecture,10,14,Male,63470
26419,1930,Ehime Prefecture,10,14,Female,62579
26420,1930,Ehime Prefecture,15,19,Male,52978
26421,1930,Ehime Prefecture,15,19,Female,54776
26422,1930,Ehime Prefecture,20,24,Male,40992
26423,1930,Ehime Prefecture,20,24,Female,44048
26424,1930,Ehime Prefecture,25,29,Male,37078
26425,1930,Ehime Prefecture,25,29,Female,37583
26426,1930,Ehime Prefecture,30,34,Male,35089
26427,1930,Ehime Prefecture,30,34,Female,34643
26428,1930,Ehime Prefecture,35,39,Male,29702
26429,1930,Ehime Prefecture,35,39,Female,28804
26430,1930,Ehime Prefecture,40,44,Male,27090
26431,1930,Ehime Prefecture,40,44,Female,27122
26432,1930,Ehime Prefecture,45,49,Male,26331
26433,1930,Ehime Prefecture,45,49,Female,27768
26434,1930,Ehime Prefecture,50,54,Male,25357
26435,1930,Ehime Prefecture,50,54,Female,26518
26436,1930,Ehime Prefecture,55,59,Male,22232
26437,1930,Ehime Prefecture,55,59,Female,23405
26438,1930,Ehime Prefecture,60,64,Male,17449
26439,1930,Ehime Prefecture,60,64,Female,18563
26440,1930,Ehime Prefecture,65,69,Male,12889
26441,1930,Ehime Prefecture,65,69,Female,14361
26442,1930,Ehime Prefecture,70,74,Male,10040
26443,1930,Ehime Prefecture,70,74,Female,11750
26444,1930,Ehime Prefecture,75,79,Male,5836
26445,1930,Ehime Prefecture,75,79,Female,7558
26446,1930,Ehime Prefecture,80,,Male,3394
26447,1930,Ehime Prefecture,80,,Female,5319
26448,1935,Ehime Prefecture,0,4,Male,81244
26449,1935,Ehime Prefecture,0,4,Female,79324
26450,1935,Ehime Prefecture,5,9,Male,76686
26451,1935,Ehime Prefecture,5,9,Female,76155
26452,1935,Ehime Prefecture,10,14,Male,69684
26453,1935,Ehime Prefecture,10,14,Female,69229
26454,1935,Ehime Prefecture,15,19,Male,48830
26455,1935,Ehime Prefecture,15,19,Female,50258
26456,1935,Ehime Prefecture,20,24,Male,39148
26457,1935,Ehime Prefecture,20,24,Female,43583
26458,1935,Ehime Prefecture,25,29,Male,37881
26459,1935,Ehime Prefecture,25,29,Female,39157
26460,1935,Ehime Prefecture,30,34,Male,35110
26461,1935,Ehime Prefecture,30,34,Female,35209
26462,1935,Ehime Prefecture,35,39,Male,33578
26463,1935,Ehime Prefecture,35,39,Female,32682
26464,1935,Ehime Prefecture,40,44,Male,28116
26465,1935,Ehime Prefecture,40,44,Female,26715
26466,1935,Ehime Prefecture,45,49,Male,25517
26467,1935,Ehime Prefecture,45,49,Female,25537
26468,1935,Ehime Prefecture,50,54,Male,24532
26469,1935,Ehime Prefecture,50,54,Female,25691
26470,1935,Ehime Prefecture,55,59,Male,23002
26471,1935,Ehime Prefecture,55,59,Female,24300
26472,1935,Ehime Prefecture,60,64,Male,19372
26473,1935,Ehime Prefecture,60,64,Female,20997
26474,1935,Ehime Prefecture,65,69,Male,13922
26475,1935,Ehime Prefecture,65,69,Female,15670
26476,1935,Ehime Prefecture,70,74,Male,9238
26477,1935,Ehime Prefecture,70,74,Female,11063
26478,1935,Ehime Prefecture,75,79,Male,6086
26479,1935,Ehime Prefecture,75,79,Female,7765
26480,1935,Ehime Prefecture,80,,Male,3681
26481,1935,Ehime Prefecture,80,,Female,5936
26482,1940,Ehime Prefecture,0,4,Male,75923
26483,1940,Ehime Prefecture,0,4,Female,74527
26484,1940,Ehime Prefecture,5,9,Male,76662
26485,1940,Ehime Prefecture,5,9,Female,74707
26486,1940,Ehime Prefecture,10,14,Male,72593
26487,1940,Ehime Prefecture,10,14,Female,73035
26488,1940,Ehime Prefecture,15,19,Male,51400
26489,1940,Ehime Prefecture,15,19,Female,56898
26490,1940,Ehime Prefecture,20,24,Male,43747
26491,1940,Ehime Prefecture,20,24,Female,41895
26492,1940,Ehime Prefecture,25,29,Male,36473
26493,1940,Ehime Prefecture,25,29,Female,38783
26494,1940,Ehime Prefecture,30,34,Male,34603
26495,1940,Ehime Prefecture,30,34,Female,36334
26496,1940,Ehime Prefecture,35,39,Male,32435
26497,1940,Ehime Prefecture,35,39,Female,33208
26498,1940,Ehime Prefecture,40,44,Male,31227
26499,1940,Ehime Prefecture,40,44,Female,30772
26500,1940,Ehime Prefecture,45,49,Male,26051
26501,1940,Ehime Prefecture,45,49,Female,25210
26502,1940,Ehime Prefecture,50,54,Male,23417
26503,1940,Ehime Prefecture,50,54,Female,23822
26504,1940,Ehime Prefecture,55,59,Male,21892
26505,1940,Ehime Prefecture,55,59,Female,23576
26506,1940,Ehime Prefecture,60,64,Male,19747
26507,1940,Ehime Prefecture,60,64,Female,21825
26508,1940,Ehime Prefecture,65,69,Male,15367
26509,1940,Ehime Prefecture,65,69,Female,17706
26510,1940,Ehime Prefecture,70,74,Male,9964
26511,1940,Ehime Prefecture,70,74,Female,12141
26512,1940,Ehime Prefecture,75,79,Male,5457
26513,1940,Ehime Prefecture,75,79,Female,7332
26514,1940,Ehime Prefecture,80,84,Male,2742
26515,1940,Ehime Prefecture,80,84,Female,4105
26516,1940,Ehime Prefecture,85,,Male,1000
26517,1940,Ehime Prefecture,85,,Female,1922
26518,1945,Ehime Prefecture,1,5,Male,91168
26519,1945,Ehime Prefecture,1,5,Female,88668
26520,1945,Ehime Prefecture,6,10,Male,84532
26521,1945,Ehime Prefecture,6,10,Female,83298
26522,1945,Ehime Prefecture,11,15,Male,84282
26523,1945,Ehime Prefecture,11,15,Female,82616
26524,1945,Ehime Prefecture,16,20,Male,70252
26525,1945,Ehime Prefecture,16,20,Female,75991
26526,1945,Ehime Prefecture,21,25,Male,36758
26527,1945,Ehime Prefecture,21,25,Female,63977
26528,1945,Ehime Prefecture,26,30,Male,26804
26529,1945,Ehime Prefecture,26,30,Female,50624
26530,1945,Ehime Prefecture,31,35,Male,30064
26531,1945,Ehime Prefecture,31,35,Female,47355
26532,1945,Ehime Prefecture,36,40,Male,33294
26533,1945,Ehime Prefecture,36,40,Female,42158
26534,1945,Ehime Prefecture,41,45,Male,35216
26535,1945,Ehime Prefecture,41,45,Female,36416
26536,1945,Ehime Prefecture,46,50,Male,33189
26537,1945,Ehime Prefecture,46,50,Female,32589
26538,1945,Ehime Prefecture,51,55,Male,27162
26539,1945,Ehime Prefecture,51,55,Female,26418
26540,1945,Ehime Prefecture,56,60,Male,23638
26541,1945,Ehime Prefecture,56,60,Female,24140
26542,1945,Ehime Prefecture,61,65,Male,20136
26543,1945,Ehime Prefecture,61,65,Female,22610
26544,1945,Ehime Prefecture,66,70,Male,16904
26545,1945,Ehime Prefecture,66,70,Female,19860
26546,1945,Ehime Prefecture,71,75,Male,11917
26547,1945,Ehime Prefecture,71,75,Female,14926
26548,1945,Ehime Prefecture,76,80,Male,6259
26549,1945,Ehime Prefecture,76,80,Female,8469
26550,1945,Ehime Prefecture,81,85,Male,2703
26551,1945,Ehime Prefecture,81,85,Female,4096
26552,1945,Ehime Prefecture,86,,Male,1027
26553,1945,Ehime Prefecture,86,,Female,1968
26554,1950,Ehime Prefecture,0,4,Male,110004
26555,1950,Ehime Prefecture,0,4,Female,105097
26556,1950,Ehime Prefecture,5,9,Male,90654
26557,1950,Ehime Prefecture,5,9,Female,88035
26558,1950,Ehime Prefecture,10,14,Male,82585
26559,1950,Ehime Prefecture,10,14,Female,81366
26560,1950,Ehime Prefecture,15,19,Male,77729
26561,1950,Ehime Prefecture,15,19,Female,78742
26562,1950,Ehime Prefecture,20,24,Male,63808
26563,1950,Ehime Prefecture,20,24,Female,69760
26564,1950,Ehime Prefecture,25,29,Male,48874
26565,1950,Ehime Prefecture,25,29,Female,58725
26566,1950,Ehime Prefecture,30,34,Male,39301
26567,1950,Ehime Prefecture,30,34,Female,47892
26568,1950,Ehime Prefecture,35,39,Male,38731
26569,1950,Ehime Prefecture,35,39,Female,45443
26570,1950,Ehime Prefecture,40,44,Male,37731
26571,1950,Ehime Prefecture,40,44,Female,40281
26572,1950,Ehime Prefecture,45,49,Male,34589
26573,1950,Ehime Prefecture,45,49,Female,34734
26574,1950,Ehime Prefecture,50,54,Male,31649
26575,1950,Ehime Prefecture,50,54,Female,30835
26576,1950,Ehime Prefecture,55,59,Male,25128
26577,1950,Ehime Prefecture,55,59,Female,24679
26578,1950,Ehime Prefecture,60,64,Male,20632
26579,1950,Ehime Prefecture,60,64,Female,21901
26580,1950,Ehime Prefecture,65,69,Male,16538
26581,1950,Ehime Prefecture,65,69,Female,19572
26582,1950,Ehime Prefecture,70,74,Male,12488
26583,1950,Ehime Prefecture,70,74,Female,15749
26584,1950,Ehime Prefecture,75,79,Male,7444
26585,1950,Ehime Prefecture,75,79,Female,10260
26586,1950,Ehime Prefecture,80,,Male,4196
26587,1950,Ehime Prefecture,80,,Female,6710
26588,1955,Ehime Prefecture,0,4,Male,84867
26589,1955,Ehime Prefecture,0,4,Female,81426
26590,1955,Ehime Prefecture,5,9,Male,105040
26591,1955,Ehime Prefecture,5,9,Female,100307
26592,1955,Ehime Prefecture,10,14,Male,87515
26593,1955,Ehime Prefecture,10,14,Female,85206
26594,1955,Ehime Prefecture,15,19,Male,69752
26595,1955,Ehime Prefecture,15,19,Female,70682
26596,1955,Ehime Prefecture,20,24,Male,60600
26597,1955,Ehime Prefecture,20,24,Female,67734
26598,1955,Ehime Prefecture,25,29,Male,58267
26599,1955,Ehime Prefecture,25,29,Female,63682
26600,1955,Ehime Prefecture,30,34,Male,46171
26601,1955,Ehime Prefecture,30,34,Female,55003
26602,1955,Ehime Prefecture,35,39,Male,36991
26603,1955,Ehime Prefecture,35,39,Female,45388
26604,1955,Ehime Prefecture,40,44,Male,36426
26605,1955,Ehime Prefecture,40,44,Female,42944
26606,1955,Ehime Prefecture,45,49,Male,35483
26607,1955,Ehime Prefecture,45,49,Female,38263
26608,1955,Ehime Prefecture,50,54,Male,32308
26609,1955,Ehime Prefecture,50,54,Female,32837
26610,1955,Ehime Prefecture,55,59,Male,29248
26611,1955,Ehime Prefecture,55,59,Female,29060
26612,1955,Ehime Prefecture,60,64,Male,22431
26613,1955,Ehime Prefecture,60,64,Female,22684
26614,1955,Ehime Prefecture,65,69,Male,17441
26615,1955,Ehime Prefecture,65,69,Female,19254
26616,1955,Ehime Prefecture,70,74,Male,12902
26617,1955,Ehime Prefecture,70,74,Female,16129
26618,1955,Ehime Prefecture,75,79,Male,8437
26619,1955,Ehime Prefecture,75,79,Female,11591
26620,1955,Ehime Prefecture,80,84,Male,4019
26621,1955,Ehime Prefecture,80,84,Female,6328
26622,1955,Ehime Prefecture,85,,Male,1439
26623,1955,Ehime Prefecture,85,,Female,2762
26624,1960,Ehime Prefecture,0,4,Male,65652
26625,1960,Ehime Prefecture,0,4,Female,62668
26626,1960,Ehime Prefecture,5,9,Male,82515
26627,1960,Ehime Prefecture,5,9,Female,79422
26628,1960,Ehime Prefecture,10,14,Male,102585
26629,1960,Ehime Prefecture,10,14,Female,98225
26630,1960,Ehime Prefecture,15,19,Male,63145
26631,1960,Ehime Prefecture,15,19,Female,66592
26632,1960,Ehime Prefecture,20,24,Male,47144
26633,1960,Ehime Prefecture,20,24,Female,59224
26634,1960,Ehime Prefecture,25,29,Male,54364
26635,1960,Ehime Prefecture,25,29,Female,61144
26636,1960,Ehime Prefecture,30,34,Male,55326
26637,1960,Ehime Prefecture,30,34,Female,60248
26638,1960,Ehime Prefecture,35,39,Male,43665
26639,1960,Ehime Prefecture,35,39,Female,52936
26640,1960,Ehime Prefecture,40,44,Male,35095
26641,1960,Ehime Prefecture,40,44,Female,43674
26642,1960,Ehime Prefecture,45,49,Male,34349
26643,1960,Ehime Prefecture,45,49,Female,41217
26644,1960,Ehime Prefecture,50,54,Male,33252
26645,1960,Ehime Prefecture,50,54,Female,36379
26646,1960,Ehime Prefecture,55,59,Male,29921
26647,1960,Ehime Prefecture,55,59,Female,31010
26648,1960,Ehime Prefecture,60,64,Male,26284
26649,1960,Ehime Prefecture,60,64,Female,26999
26650,1960,Ehime Prefecture,65,69,Male,19159
26651,1960,Ehime Prefecture,65,69,Female,20268
26652,1960,Ehime Prefecture,70,74,Male,13667
26653,1960,Ehime Prefecture,70,74,Female,16278
26654,1960,Ehime Prefecture,75,79,Male,8720
26655,1960,Ehime Prefecture,75,79,Female,12036
26656,1960,Ehime Prefecture,80,84,Male,4531
26657,1960,Ehime Prefecture,80,84,Female,7245
26658,1960,Ehime Prefecture,85,,Male,1937
26659,1960,Ehime Prefecture,85,,Female,3811
26660,1965,Ehime Prefecture,0,4,Male,57207
26661,1965,Ehime Prefecture,0,4,Female,55607
26662,1965,Ehime Prefecture,5,9,Male,63138
26663,1965,Ehime Prefecture,5,9,Female,61087
26664,1965,Ehime Prefecture,10,14,Male,79695
26665,1965,Ehime Prefecture,10,14,Female,77455
26666,1965,Ehime Prefecture,15,19,Male,74731
26667,1965,Ehime Prefecture,15,19,Female,78076
26668,1965,Ehime Prefecture,20,24,Male,42847
26669,1965,Ehime Prefecture,20,24,Female,56947
26670,1965,Ehime Prefecture,25,29,Male,45261
26671,1965,Ehime Prefecture,25,29,Female,53314
26672,1965,Ehime Prefecture,30,34,Male,52780
26673,1965,Ehime Prefecture,30,34,Female,57492
26674,1965,Ehime Prefecture,35,39,Male,53076
26675,1965,Ehime Prefecture,35,39,Female,58018
26676,1965,Ehime Prefecture,40,44,Male,41989
26677,1965,Ehime Prefecture,40,44,Female,50909
26678,1965,Ehime Prefecture,45,49,Male,33351
26679,1965,Ehime Prefecture,45,49,Female,41990
26680,1965,Ehime Prefecture,50,54,Male,32268
26681,1965,Ehime Prefecture,50,54,Female,39171
26682,1965,Ehime Prefecture,55,59,Male,30964
26683,1965,Ehime Prefecture,55,59,Female,34323
26684,1965,Ehime Prefecture,60,64,Male,27211
26685,1965,Ehime Prefecture,60,64,Female,28653
26686,1965,Ehime Prefecture,65,69,Male,22399
26687,1965,Ehime Prefecture,65,69,Female,24199
26688,1965,Ehime Prefecture,70,74,Male,15120
26689,1965,Ehime Prefecture,70,74,Female,17174
26690,1965,Ehime Prefecture,75,79,Male,9356
26691,1965,Ehime Prefecture,75,79,Female,12157
26692,1965,Ehime Prefecture,80,84,Male,4483
26693,1965,Ehime Prefecture,80,84,Female,7403
26694,1965,Ehime Prefecture,85,,Male,2187
26695,1965,Ehime Prefecture,85,,Female,4346
26696,1970,Ehime Prefecture,0,4,Male,54885
26697,1970,Ehime Prefecture,0,4,Female,52114
26698,1970,Ehime Prefecture,5,9,Male,57225
26699,1970,Ehime Prefecture,5,9,Female,55506
26700,1970,Ehime Prefecture,10,14,Male,62507
26701,1970,Ehime Prefecture,10,14,Female,60434
26702,1970,Ehime Prefecture,15,19,Male,58779
26703,1970,Ehime Prefecture,15,19,Female,62005
26704,1970,Ehime Prefecture,20,24,Male,51495
26705,1970,Ehime Prefecture,20,24,Female,66775
26706,1970,Ehime Prefecture,25,29,Male,46137
26707,1970,Ehime Prefecture,25,29,Female,53085
26708,1970,Ehime Prefecture,30,34,Male,46422
26709,1970,Ehime Prefecture,30,34,Female,52180
26710,1970,Ehime Prefecture,35,39,Male,52173
26711,1970,Ehime Prefecture,35,39,Female,56427
26712,1970,Ehime Prefecture,40,44,Male,51189
26713,1970,Ehime Prefecture,40,44,Female,55826
26714,1970,Ehime Prefecture,45,49,Male,40441
26715,1970,Ehime Prefecture,45,49,Female,49702
26716,1970,Ehime Prefecture,50,54,Male,31863
26717,1970,Ehime Prefecture,50,54,Female,40549
26718,1970,Ehime Prefecture,55,59,Male,30064
26719,1970,Ehime Prefecture,55,59,Female,36776
26720,1970,Ehime Prefecture,60,64,Male,28052
26721,1970,Ehime Prefecture,60,64,Female,32301
26722,1970,Ehime Prefecture,65,69,Male,23472
26723,1970,Ehime Prefecture,65,69,Female,26356
26724,1970,Ehime Prefecture,70,74,Male,18205
26725,1970,Ehime Prefecture,70,74,Female,21298
26726,1970,Ehime Prefecture,75,79,Male,10519
