,Year,Prefecture,Age Lower Bound,Age Upper Bound,Gender,Population
0,1920,Hokkaido,0,4,Male,190044
1,1920,Hokkaido,0,4,Female,186632
2,1920,Hokkaido,5,9,Male,161814
3,1920,Hokkaido,5,9,Female,157556
4,1920,Hokkaido,10,14,Male,138018
5,1920,Hokkaido,10,14,Female,131994
6,1920,Hokkaido,15,19,Male,125670
7,1920,Hokkaido,15,19,Female,113422
8,1920,Hokkaido,20,24,Male,109351
9,1920,Hokkaido,20,24,Female,98986
10,1920,Hokkaido,25,29,Male,96638
11,1920,Hokkaido,25,29,Female,78619
12,1920,Hokkaido,30,34,Male,86287
13,1920,Hokkaido,30,34,Female,71163
14,1920,Hokkaido,35,39,Male,78926
15,1920,Hokkaido,35,39,Female,64355
16,1920,Hokkaido,40,44,Male,70818
17,1920,Hokkaido,40,44,Female,56424
18,1920,Hokkaido,45,49,Male,55004
19,1920,Hokkaido,45,49,Female,42855
20,1920,Hokkaido,50,54,Male,43412
21,1920,Hokkaido,50,54,Female,33205
22,1920,Hokkaido,55,59,Male,29659
23,1920,Hokkaido,55,59,Female,23865
24,1920,Hokkaido,60,64,Male,23975
25,1920,Hokkaido,60,64,Female,20140
26,1920,Hokkaido,65,69,Male,17456
27,1920,Hokkaido,65,69,Female,15946
28,1920,Hokkaido,70,74,Male,10466
29,1920,Hokkaido,70,74,Female,10967
30,1920,Hokkaido,75,79,Male,4766
31,1920,Hokkaido,75,79,Female,5718
32,1920,Hokkaido,80,,Male,2018
33,1920,Hokkaido,80,,Female,3014
34,1925,Hokkaido,0,4,Male,204576
35,1925,Hokkaido,0,4,Female,201031
36,1925,Hokkaido,5,9,Male,170315
37,1925,Hokkaido,5,9,Female,166123
38,1925,Hokkaido,10,14,Male,153388
39,1925,Hokkaido,10,14,Female,147433
40,1925,Hokkaido,15,19,Male,131986
41,1925,Hokkaido,15,19,Female,120289
42,1925,Hokkaido,20,24,Male,112790
43,1925,Hokkaido,20,24,Female,102601
44,1925,Hokkaido,25,29,Male,99237
45,1925,Hokkaido,25,29,Female,86922
46,1925,Hokkaido,30,34,Male,83238
47,1925,Hokkaido,30,34,Female,68876
48,1925,Hokkaido,35,39,Male,76040
49,1925,Hokkaido,35,39,Female,63734
50,1925,Hokkaido,40,44,Male,68948
51,1925,Hokkaido,40,44,Female,57672
52,1925,Hokkaido,45,49,Male,61572
53,1925,Hokkaido,45,49,Female,51197
54,1925,Hokkaido,50,54,Male,46801
55,1925,Hokkaido,50,54,Female,38487
56,1925,Hokkaido,55,59,Male,35637
57,1925,Hokkaido,55,59,Female,29361
58,1925,Hokkaido,60,64,Male,23516
59,1925,Hokkaido,60,64,Female,20296
60,1925,Hokkaido,65,69,Male,17441
61,1925,Hokkaido,65,69,Female,16238
62,1925,Hokkaido,70,74,Male,11550
63,1925,Hokkaido,70,74,Female,11845
64,1925,Hokkaido,75,79,Male,5829
65,1925,Hokkaido,75,79,Female,7142
66,1925,Hokkaido,80,84,Male,2084
67,1925,Hokkaido,80,84,Female,2970
68,1925,Hokkaido,85,,Male,525
69,1925,Hokkaido,85,,Female,989
70,1930,Hokkaido,0,4,Male,224549
71,1930,Hokkaido,0,4,Female,220908
72,1930,Hokkaido,5,9,Male,193478
73,1930,Hokkaido,5,9,Female,189602
74,1930,Hokkaido,10,14,Male,167701
75,1930,Hokkaido,10,14,Female,161633
76,1930,Hokkaido,15,19,Male,154310
77,1930,Hokkaido,15,19,Female,142516
78,1930,Hokkaido,20,24,Male,132268
79,1930,Hokkaido,20,24,Female,115990
80,1930,Hokkaido,25,29,Male,116156
81,1930,Hokkaido,25,29,Female,98557
82,1930,Hokkaido,30,34,Male,97392
83,1930,Hokkaido,30,34,Female,82683
84,1930,Hokkaido,35,39,Male,81969
85,1930,Hokkaido,35,39,Female,66616
86,1930,Hokkaido,40,44,Male,71915
87,1930,Hokkaido,40,44,Female,60179
88,1930,Hokkaido,45,49,Male,63638
89,1930,Hokkaido,45,49,Female,54283
90,1930,Hokkaido,50,54,Male,55382
91,1930,Hokkaido,50,54,Female,47219
92,1930,Hokkaido,55,59,Male,40916
93,1930,Hokkaido,55,59,Female,35202
94,1930,Hokkaido,60,64,Male,29551
95,1930,Hokkaido,60,64,Female,26100
96,1930,Hokkaido,65,69,Male,18006
97,1930,Hokkaido,65,69,Female,17056
98,1930,Hokkaido,70,74,Male,11630
99,1930,Hokkaido,70,74,Female,12356
100,1930,Hokkaido,75,79,Male,6488
101,1930,Hokkaido,75,79,Female,7716
102,1930,Hokkaido,80,,Male,3191
103,1930,Hokkaido,80,,Female,5179
104,1935,Hokkaido,0,4,Male,234131
105,1935,Hokkaido,0,4,Female,228419
106,1935,Hokkaido,5,9,Male,210495
107,1935,Hokkaido,5,9,Female,207472
108,1935,Hokkaido,10,14,Male,188761
109,1935,Hokkaido,10,14,Female,183349
110,1935,Hokkaido,15,19,Male,164046
111,1935,Hokkaido,15,19,Female,153166
112,1935,Hokkaido,20,24,Male,145037
113,1935,Hokkaido,20,24,Female,133192
114,1935,Hokkaido,25,29,Male,126338
115,1935,Hokkaido,25,29,Female,108639
116,1935,Hokkaido,30,34,Male,108882
117,1935,Hokkaido,30,34,Female,92937
118,1935,Hokkaido,35,39,Male,91739
119,1935,Hokkaido,35,39,Female,77668
120,1935,Hokkaido,40,44,Male,75205
121,1935,Hokkaido,40,44,Female,61207
122,1935,Hokkaido,45,49,Male,65577
123,1935,Hokkaido,45,49,Female,55627
124,1935,Hokkaido,50,54,Male,56631
125,1935,Hokkaido,50,54,Female,49769
126,1935,Hokkaido,55,59,Male,47891
127,1935,Hokkaido,55,59,Female,42937
128,1935,Hokkaido,60,64,Male,34025
129,1935,Hokkaido,60,64,Female,31147
130,1935,Hokkaido,65,69,Male,22517
131,1935,Hokkaido,65,69,Female,21719
132,1935,Hokkaido,70,74,Male,12321
133,1935,Hokkaido,70,74,Female,13145
134,1935,Hokkaido,75,79,Male,6541
135,1935,Hokkaido,75,79,Female,8229
136,1935,Hokkaido,80,,Male,3708
137,1935,Hokkaido,80,,Female,5815
138,1940,Hokkaido,0,4,Male,230441
139,1940,Hokkaido,0,4,Female,225877
140,1940,Hokkaido,5,9,Male,217615
141,1940,Hokkaido,5,9,Female,212526
142,1940,Hokkaido,10,14,Male,202527
143,1940,Hokkaido,10,14,Female,198667
144,1940,Hokkaido,15,19,Male,182608
145,1940,Hokkaido,15,19,Female,171781
146,1940,Hokkaido,20,24,Male,150654
147,1940,Hokkaido,20,24,Female,140930
148,1940,Hokkaido,25,29,Male,138081
149,1940,Hokkaido,25,29,Female,121540
150,1940,Hokkaido,30,34,Male,119732
151,1940,Hokkaido,30,34,Female,100600
152,1940,Hokkaido,35,39,Male,103303
153,1940,Hokkaido,35,39,Female,87062
154,1940,Hokkaido,40,44,Male,84964
155,1940,Hokkaido,40,44,Female,71856
156,1940,Hokkaido,45,49,Male,68003
157,1940,Hokkaido,45,49,Female,56289
158,1940,Hokkaido,50,54,Male,58414
159,1940,Hokkaido,50,54,Female,50859
160,1940,Hokkaido,55,59,Male,48745
161,1940,Hokkaido,55,59,Female,44691
162,1940,Hokkaido,60,64,Male,39157
163,1940,Hokkaido,60,64,Female,37847
164,1940,Hokkaido,65,69,Male,25585
165,1940,Hokkaido,65,69,Female,25909
166,1940,Hokkaido,70,74,Male,14943
167,1940,Hokkaido,70,74,Female,16379
168,1940,Hokkaido,75,79,Male,6743
169,1940,Hokkaido,75,79,Female,8387
170,1940,Hokkaido,80,84,Male,2592
171,1940,Hokkaido,80,84,Female,3862
172,1940,Hokkaido,85,,Male,972
173,1940,Hokkaido,85,,Female,1857
174,1945,Hokkaido,1,5,Male,252253
175,1945,Hokkaido,1,5,Female,244966
176,1945,Hokkaido,6,10,Male,226133
177,1945,Hokkaido,6,10,Female,221641
178,1945,Hokkaido,11,15,Male,220621
179,1945,Hokkaido,11,15,Female,215483
180,1945,Hokkaido,16,20,Male,200381
181,1945,Hokkaido,16,20,Female,197650
182,1945,Hokkaido,21,25,Male,125878
183,1945,Hokkaido,21,25,Female,170388
184,1945,Hokkaido,26,30,Male,113300
185,1945,Hokkaido,26,30,Female,137838
186,1945,Hokkaido,31,35,Male,106578
187,1945,Hokkaido,31,35,Female,119916
188,1945,Hokkaido,36,40,Male,104367
189,1945,Hokkaido,36,40,Female,101151
190,1945,Hokkaido,41,45,Male,94652
191,1945,Hokkaido,41,45,Female,85766
192,1945,Hokkaido,46,50,Male,78458
193,1945,Hokkaido,46,50,Female,70788
194,1945,Hokkaido,51,55,Male,62134
195,1945,Hokkaido,51,55,Female,54314
196,1945,Hokkaido,56,60,Male,51867
197,1945,Hokkaido,56,60,Female,48176
198,1945,Hokkaido,61,65,Male,40623
199,1945,Hokkaido,61,65,Female,40507
200,1945,Hokkaido,66,70,Male,30303
201,1945,Hokkaido,66,70,Female,32409
202,1945,Hokkaido,71,75,Male,18367
203,1945,Hokkaido,71,75,Female,21131
204,1945,Hokkaido,76,80,Male,8543
205,1945,Hokkaido,76,80,Female,11112
206,1945,Hokkaido,81,85,Male,3182
207,1945,Hokkaido,81,85,Female,4650
208,1945,Hokkaido,86,,Male,983
209,1945,Hokkaido,86,,Female,1880
210,1950,Hokkaido,0,4,Male,338126
211,1950,Hokkaido,0,4,Female,325502
212,1950,Hokkaido,5,9,Male,266014
213,1950,Hokkaido,5,9,Female,258159
214,1950,Hokkaido,10,14,Male,238681
215,1950,Hokkaido,10,14,Female,233349
216,1950,Hokkaido,15,19,Male,230778
217,1950,Hokkaido,15,19,Female,224422
218,1950,Hokkaido,20,24,Male,212766
219,1950,Hokkaido,20,24,Female,201716
220,1950,Hokkaido,25,29,Male,160615
221,1950,Hokkaido,25,29,Female,173451
222,1950,Hokkaido,30,34,Male,133284
223,1950,Hokkaido,30,34,Female,143558
224,1950,Hokkaido,35,39,Male,125239
225,1950,Hokkaido,35,39,Female,124665
226,1950,Hokkaido,40,44,Male,110617
227,1950,Hokkaido,40,44,Female,101895
228,1950,Hokkaido,45,49,Male,96002
229,1950,Hokkaido,45,49,Female,86021
230,1950,Hokkaido,50,54,Male,76510
231,1950,Hokkaido,50,54,Female,68749
232,1950,Hokkaido,55,59,Male,59652
233,1950,Hokkaido,55,59,Female,52957
234,1950,Hokkaido,60,64,Male,47034
235,1950,Hokkaido,60,64,Female,45419
236,1950,Hokkaido,65,69,Male,34088
237,1950,Hokkaido,65,69,Female,35922
238,1950,Hokkaido,70,74,Male,22882
239,1950,Hokkaido,70,74,Female,26611
240,1950,Hokkaido,75,79,Male,11612
241,1950,Hokkaido,75,79,Female,14870
242,1950,Hokkaido,80,,Male,5451
243,1950,Hokkaido,80,,Female,8868
244,1955,Hokkaido,0,4,Male,295270
245,1955,Hokkaido,0,4,Female,282745
246,1955,Hokkaido,5,9,Male,332268
247,1955,Hokkaido,5,9,Female,319837
248,1955,Hokkaido,10,14,Male,263869
249,1955,Hokkaido,10,14,Female,256226
250,1955,Hokkaido,15,19,Male,243826
251,1955,Hokkaido,15,19,Female,234814
252,1955,Hokkaido,20,24,Male,253023
253,1955,Hokkaido,20,24,Female,224670
254,1955,Hokkaido,25,29,Male,217471
255,1955,Hokkaido,25,29,Female,199616
256,1955,Hokkaido,30,34,Male,160057
257,1955,Hokkaido,30,34,Female,170984
258,1955,Hokkaido,35,39,Male,131605
259,1955,Hokkaido,35,39,Female,140432
260,1955,Hokkaido,40,44,Male,123275
261,1955,Hokkaido,40,44,Female,121058
262,1955,Hokkaido,45,49,Male,107313
263,1955,Hokkaido,45,49,Female,98257
264,1955,Hokkaido,50,54,Male,91056
265,1955,Hokkaido,50,54,Female,81744
266,1955,Hokkaido,55,59,Male,71134
267,1955,Hokkaido,55,59,Female,65298
268,1955,Hokkaido,60,64,Male,52573
269,1955,Hokkaido,60,64,Female,48351
270,1955,Hokkaido,65,69,Male,38436
271,1955,Hokkaido,65,69,Female,39205
272,1955,Hokkaido,70,74,Male,25351
273,1955,Hokkaido,70,74,Female,29118
274,1955,Hokkaido,75,79,Male,14605
275,1955,Hokkaido,75,79,Female,19360
276,1955,Hokkaido,80,84,Male,5922
277,1955,Hokkaido,80,84,Female,8934
278,1955,Hokkaido,85,,Male,1755
279,1955,Hokkaido,85,,Female,3579
280,1960,Hokkaido,0,4,Male,233417
281,1960,Hokkaido,0,4,Female,221796
282,1960,Hokkaido,5,9,Male,294325
283,1960,Hokkaido,5,9,Female,281905
284,1960,Hokkaido,10,14,Male,330838
285,1960,Hokkaido,10,14,Female,319198
286,1960,Hokkaido,15,19,Male,254493
287,1960,Hokkaido,15,19,Female,254306
288,1960,Hokkaido,20,24,Male,234547
289,1960,Hokkaido,20,24,Female,231654
290,1960,Hokkaido,25,29,Male,236265
291,1960,Hokkaido,25,29,Female,220336
292,1960,Hokkaido,30,34,Male,210205
293,1960,Hokkaido,30,34,Female,196430
294,1960,Hokkaido,35,39,Male,156892
295,1960,Hokkaido,35,39,Female,168403
296,1960,Hokkaido,40,44,Male,128209
297,1960,Hokkaido,40,44,Female,137181
298,1960,Hokkaido,45,49,Male,118591
299,1960,Hokkaido,45,49,Female,117346
300,1960,Hokkaido,50,54,Male,101257
301,1960,Hokkaido,50,54,Female,94339
302,1960,Hokkaido,55,59,Male,84189
303,1960,Hokkaido,55,59,Female,77788
304,1960,Hokkaido,60,64,Male,62669
305,1960,Hokkaido,60,64,Female,60564
306,1960,Hokkaido,65,69,Male,43470
307,1960,Hokkaido,65,69,Female,42984
308,1960,Hokkaido,70,74,Male,29143
309,1960,Hokkaido,70,74,Female,32473
310,1960,Hokkaido,75,79,Male,16144
311,1960,Hokkaido,75,79,Female,21091
312,1960,Hokkaido,80,84,Male,7503
313,1960,Hokkaido,80,84,Female,11522
314,1960,Hokkaido,85,,Male,2596
315,1960,Hokkaido,85,,Female,5137
316,1965,Hokkaido,0,4,Male,230709
317,1965,Hokkaido,0,4,Female,220681
318,1965,Hokkaido,5,9,Male,228280
319,1965,Hokkaido,5,9,Female,218263
320,1965,Hokkaido,10,14,Male,287232
321,1965,Hokkaido,10,14,Female,276958
322,1965,Hokkaido,15,19,Male,298657
323,1965,Hokkaido,15,19,Female,300453
324,1965,Hokkaido,20,24,Male,213227
325,1965,Hokkaido,20,24,Female,238079
326,1965,Hokkaido,25,29,Male,218388
327,1965,Hokkaido,25,29,Female,225164
328,1965,Hokkaido,30,34,Male,229144
329,1965,Hokkaido,30,34,Female,215312
330,1965,Hokkaido,35,39,Male,204354
331,1965,Hokkaido,35,39,Female,190998
332,1965,Hokkaido,40,44,Male,151735
333,1965,Hokkaido,40,44,Female,163154
334,1965,Hokkaido,45,49,Male,123275
335,1965,Hokkaido,45,49,Female,132599
336,1965,Hokkaido,50,54,Male,112246
337,1965,Hokkaido,50,54,Female,112393
338,1965,Hokkaido,55,59,Male,94706
339,1965,Hokkaido,55,59,Female,89381
340,1965,Hokkaido,60,64,Male,74977
341,1965,Hokkaido,60,64,Female,72117
342,1965,Hokkaido,65,69,Male,52674
343,1965,Hokkaido,65,69,Female,53954
344,1965,Hokkaido,70,74,Male,33226
345,1965,Hokkaido,70,74,Female,36188
346,1965,Hokkaido,75,79,Male,18875
347,1965,Hokkaido,75,79,Female,23795
348,1965,Hokkaido,80,84,Male,8142
349,1965,Hokkaido,80,84,Female,12395
350,1965,Hokkaido,85,,Male,3312
351,1965,Hokkaido,85,,Female,6757
352,1970,Hokkaido,0,4,Male,224166
353,1970,Hokkaido,0,4,Female,214400
354,1970,Hokkaido,5,9,Male,222706
355,1970,Hokkaido,5,9,Female,213718
356,1970,Hokkaido,10,14,Male,221689
357,1970,Hokkaido,10,14,Female,212808
358,1970,Hokkaido,15,19,Male,250272
359,1970,Hokkaido,15,19,Female,249140
360,1970,Hokkaido,20,24,Male,238736
361,1970,Hokkaido,20,24,Female,275496
362,1970,Hokkaido,25,29,Male,204712
363,1970,Hokkaido,25,29,Female,227827
364,1970,Hokkaido,30,34,Male,206700
365,1970,Hokkaido,30,34,Female,215993
366,1970,Hokkaido,35,39,Male,214338
367,1970,Hokkaido,35,39,Female,206319
368,1970,Hokkaido,40,44,Male,190592
369,1970,Hokkaido,40,44,Female,182415
370,1970,Hokkaido,45,49,Male,141796
371,1970,Hokkaido,45,49,Female,157260
372,1970,Hokkaido,50,54,Male,114136
373,1970,Hokkaido,50,54,Female,126977
374,1970,Hokkaido,55,59,Male,101054
375,1970,Hokkaido,55,59,Female,105627
376,1970,Hokkaido,60,64,Male,83161
377,1970,Hokkaido,60,64,Female,83180
378,1970,Hokkaido,65,69,Male,62533
379,1970,Hokkaido,65,69,Female,64928
380,1970,Hokkaido,70,74,Male,40657
381,1970,Hokkaido,70,74,Female,45730
382,1970,Hokkaido,75,79,Male,21861
383,1970,Hokkaido,75,79,Female,27256
384,1970,Hokkaido,80,84,Male,9733
385,1970,Hokkaido,80,84,Female,14781
386,1970,Hokkaido,85,,Male,3964
387,1970,Hokkaido,85,,Female,7626
388,1975,Hokkaido,0,4,Male,236947
389,1975,Hokkaido,0,4,Female,225133
390,1975,Hokkaido,5,9,Male,218215
391,1975,Hokkaido,5,9,Female,208789
392,1975,Hokkaido,10,14,Male,216154
393,1975,Hokkaido,10,14,Female,207373
394,1975,Hokkaido,15,19,Male,201906
395,1975,Hokkaido,15,19,Female,195366
396,1975,Hokkaido,20,24,Male,209711
397,1975,Hokkaido,20,24,Female,233437
398,1975,Hokkaido,25,29,Male,246916
399,1975,Hokkaido,25,29,Female,268114
400,1975,Hokkaido,30,34,Male,205196
401,1975,Hokkaido,30,34,Female,221633
402,1975,Hokkaido,35,39,Male,200120
403,1975,Hokkaido,35,39,Female,208519
404,1975,Hokkaido,40,44,Male,205156
405,1975,Hokkaido,40,44,Female,199570
406,1975,Hokkaido,45,49,Male,181654
407,1975,Hokkaido,45,49,Female,176927
408,1975,Hokkaido,50,54,Male,132779
409,1975,Hokkaido,50,54,Female,151085
410,1975,Hokkaido,55,59,Male,105630
411,1975,Hokkaido,55,59,Female,121307
412,1975,Hokkaido,60,64,Male,92143
413,1975,Hokkaido,60,64,Female,100715
414,1975,Hokkaido,65,69,Male,71924
415,1975,Hokkaido,65,69,Female,77581
416,1975,Hokkaido,70,74,Male,50085
417,1975,Hokkaido,70,74,Female,57048
418,1975,Hokkaido,75,79,Male,28726
419,1975,Hokkaido,75,79,Female,36385
420,1975,Hokkaido,80,84,Male,12470
421,1975,Hokkaido,80,84,Female,17878
422,1975,Hokkaido,85,,Male,4914
423,1975,Hokkaido,85,,Female,9640
424,1980,Hokkaido,0,4,Male,208437
425,1980,Hokkaido,0,4,Female,199061
426,1980,Hokkaido,5,9,Male,238711
427,1980,Hokkaido,5,9,Female,226566
428,1980,Hokkaido,10,14,Male,217367
429,1980,Hokkaido,10,14,Female,208182
430,1980,Hokkaido,15,19,Male,209528
431,1980,Hokkaido,15,19,Female,200572
432,1980,Hokkaido,20,24,Male,185415
433,1980,Hokkaido,20,24,Female,191405
434,1980,Hokkaido,25,29,Male,223093
435,1980,Hokkaido,25,29,Female,236955
436,1980,Hokkaido,30,34,Male,252957
437,1980,Hokkaido,30,34,Female,267680
438,1980,Hokkaido,35,39,Male,204233
439,1980,Hokkaido,35,39,Female,220272
440,1980,Hokkaido,40,44,Male,196248
441,1980,Hokkaido,40,44,Female,205548
442,1980,Hokkaido,45,49,Male,198635
443,1980,Hokkaido,45,49,Female,196417
444,1980,Hokkaido,50,54,Male,174360
445,1980,Hokkaido,50,54,Female,173230
446,1980,Hokkaido,55,59,Male,126069
447,1980,Hokkaido,55,59,Female,146934
448,1980,Hokkaido,60,64,Male,97925
449,1980,Hokkaido,60,64,Female,116332
450,1980,Hokkaido,65,69,Male,81875
451,1980,Hokkaido,65,69,Female,94160
452,1980,Hokkaido,70,74,Male,59491
453,1980,Hokkaido,70,74,Female,69525
454,1980,Hokkaido,75,79,Male,36898
455,1980,Hokkaido,75,79,Female,46893
456,1980,Hokkaido,80,84,Male,17393
457,1980,Hokkaido,80,84,Female,25470
458,1980,Hokkaido,85,,Male,7046
459,1980,Hokkaido,85,,Female,12976
460,1985,Hokkaido,0,4,Male,180019
461,1985,Hokkaido,0,4,Female,172054
462,1985,Hokkaido,5,9,Male,207356
463,1985,Hokkaido,5,9,Female,197870
464,1985,Hokkaido,10,14,Male,236038
465,1985,Hokkaido,10,14,Female,224622
466,1985,Hokkaido,15,19,Male,209552
467,1985,Hokkaido,15,19,Female,202927
468,1985,Hokkaido,20,24,Male,183074
469,1985,Hokkaido,20,24,Female,193113
470,1985,Hokkaido,25,29,Male,181763
471,1985,Hokkaido,25,29,Female,190969
472,1985,Hokkaido,30,34,Male,221540
473,1985,Hokkaido,30,34,Female,233895
474,1985,Hokkaido,35,39,Male,247804
475,1985,Hokkaido,35,39,Female,264128
476,1985,Hokkaido,40,44,Male,198446
477,1985,Hokkaido,40,44,Female,216223
478,1985,Hokkaido,45,49,Male,189084
479,1985,Hokkaido,45,49,Female,201648
480,1985,Hokkaido,50,54,Male,190166
481,1985,Hokkaido,50,54,Female,192295
482,1985,Hokkaido,55,59,Male,165329
483,1985,Hokkaido,55,59,Female,168864
484,1985,Hokkaido,60,64,Male,117754
485,1985,Hokkaido,60,64,Female,142155
486,1985,Hokkaido,65,69,Male,88156
487,1985,Hokkaido,65,69,Female,110636
488,1985,Hokkaido,70,74,Male,69628
489,1985,Hokkaido,70,74,Female,86549
490,1985,Hokkaido,75,79,Male,45579
491,1985,Hokkaido,75,79,Female,60022
492,1985,Hokkaido,80,84,Male,23514
493,1985,Hokkaido,80,84,Female,35010
494,1985,Hokkaido,85,,Male,10718
495,1985,Hokkaido,85,,Female,19675
496,1990,Hokkaido,0,4,Male,149665
497,1990,Hokkaido,0,4,Female,142155
498,1990,Hokkaido,5,9,Male,176765
499,1990,Hokkaido,5,9,Female,169061
500,1990,Hokkaido,10,14,Male,202723
501,1990,Hokkaido,10,14,Female,193882
502,1990,Hokkaido,15,19,Male,226108
503,1990,Hokkaido,15,19,Female,217259
504,1990,Hokkaido,20,24,Male,176755
505,1990,Hokkaido,20,24,Female,188179
506,1990,Hokkaido,25,29,Male,169103
507,1990,Hokkaido,25,29,Female,186103
508,1990,Hokkaido,30,34,Male,175788
509,1990,Hokkaido,30,34,Female,185469
510,1990,Hokkaido,35,39,Male,214554
511,1990,Hokkaido,35,39,Female,228295
512,1990,Hokkaido,40,44,Male,238040
513,1990,Hokkaido,40,44,Female,257383
514,1990,Hokkaido,45,49,Male,189040
515,1990,Hokkaido,45,49,Female,210332
516,1990,Hokkaido,50,54,Male,179254
517,1990,Hokkaido,50,54,Female,196271
518,1990,Hokkaido,55,59,Male,179827
519,1990,Hokkaido,55,59,Female,187608
520,1990,Hokkaido,60,64,Male,155306
521,1990,Hokkaido,60,64,Female,164043
522,1990,Hokkaido,65,69,Male,107647
523,1990,Hokkaido,65,69,Female,135849
524,1990,Hokkaido,70,74,Male,76346
525,1990,Hokkaido,70,74,Female,102492
526,1990,Hokkaido,75,79,Male,54756
527,1990,Hokkaido,75,79,Female,75760
528,1990,Hokkaido,80,84,Male,30103
529,1990,Hokkaido,80,84,Female,46724
530,1990,Hokkaido,85,,Male,15394
531,1990,Hokkaido,85,,Female,29810
532,1995,Hokkaido,0,4,Male,132618
533,1995,Hokkaido,0,4,Female,127409
534,1995,Hokkaido,5,9,Male,150901
535,1995,Hokkaido,5,9,Female,143128
536,1995,Hokkaido,10,14,Male,176055
537,1995,Hokkaido,10,14,Female,168562
538,1995,Hokkaido,15,19,Male,201737
539,1995,Hokkaido,15,19,Female,192872
540,1995,Hokkaido,20,24,Male,207782
541,1995,Hokkaido,20,24,Female,207695
542,1995,Hokkaido,25,29,Male,172479
543,1995,Hokkaido,25,29,Female,187044
544,1995,Hokkaido,30,34,Male,173236
545,1995,Hokkaido,30,34,Female,186623
546,1995,Hokkaido,35,39,Male,177080
547,1995,Hokkaido,35,39,Female,185279
548,1995,Hokkaido,40,44,Male,214022
549,1995,Hokkaido,40,44,Female,227108
550,1995,Hokkaido,45,49,Male,235671
551,1995,Hokkaido,45,49,Female,255139
552,1995,Hokkaido,50,54,Male,185470
553,1995,Hokkaido,50,54,Female,207946
554,1995,Hokkaido,55,59,Male,174462
555,1995,Hokkaido,55,59,Female,194325
556,1995,Hokkaido,60,64,Male,172580
557,1995,Hokkaido,60,64,Female,184318
558,1995,Hokkaido,65,69,Male,143846
559,1995,Hokkaido,65,69,Female,159060
560,1995,Hokkaido,70,74,Male,94498
561,1995,Hokkaido,70,74,Female,128538
562,1995,Hokkaido,75,79,Male,61266
563,1995,Hokkaido,75,79,Female,92041
564,1995,Hokkaido,80,84,Male,37741
565,1995,Hokkaido,80,84,Female,61303
566,1995,Hokkaido,85,,Male,21643
567,1995,Hokkaido,85,,Female,44991
568,2000,Hokkaido,0,4,Male,121481
569,2000,Hokkaido,0,4,Female,116783
570,2000,Hokkaido,5,9,Male,132985
571,2000,Hokkaido,5,9,Female,127736
572,2000,Hokkaido,10,14,Male,150621
573,2000,Hokkaido,10,14,Female,142746
574,2000,Hokkaido,15,19,Male,175008
575,2000,Hokkaido,15,19,Female,166835
576,2000,Hokkaido,20,24,Male,179696
577,2000,Hokkaido,20,24,Female,178355
578,2000,Hokkaido,25,29,Male,195963
579,2000,Hokkaido,25,29,Female,202207
580,2000,Hokkaido,30,34,Male,172198
581,2000,Hokkaido,30,34,Female,185954
582,2000,Hokkaido,35,39,Male,172185
583,2000,Hokkaido,35,39,Female,185198
584,2000,Hokkaido,40,44,Male,174914
585,2000,Hokkaido,40,44,Female,184038
586,2000,Hokkaido,45,49,Male,209920
587,2000,Hokkaido,45,49,Female,224150
588,2000,Hokkaido,50,54,Male,229636
589,2000,Hokkaido,50,54,Female,251746
590,2000,Hokkaido,55,59,Male,179583
591,2000,Hokkaido,55,59,Female,205482
592,2000,Hokkaido,60,64,Male,168237
593,2000,Hokkaido,60,64,Female,191597
594,2000,Hokkaido,65,69,Male,160468
595,2000,Hokkaido,65,69,Female,178820
596,2000,Hokkaido,70,74,Male,127800
597,2000,Hokkaido,70,74,Female,151034
598,2000,Hokkaido,75,79,Male,78377
599,2000,Hokkaido,75,79,Female,117220
600,2000,Hokkaido,80,84,Male,44180
601,2000,Hokkaido,80,84,Female,76913
602,2000,Hokkaido,85,,Male,30334
603,2000,Hokkaido,85,,Female,66406
604,2005,Hokkaido,0,4,Male,112055
605,2005,Hokkaido,0,4,Female,108625
606,2005,Hokkaido,5,9,Male,122052
607,2005,Hokkaido,5,9,Female,116746
608,2005,Hokkaido,10,14,Male,132431
609,2005,Hokkaido,10,14,Female,127148
610,2005,Hokkaido,15,19,Male,150839
611,2005,Hokkaido,15,19,Female,141396
612,2005,Hokkaido,20,24,Male,159089
613,2005,Hokkaido,20,24,Female,155664
614,2005,Hokkaido,25,29,Male,169948
615,2005,Hokkaido,25,29,Female,174035
616,2005,Hokkaido,30,34,Male,196201
617,2005,Hokkaido,30,34,Female,201870
618,2005,Hokkaido,35,39,Male,172188
619,2005,Hokkaido,35,39,Female,185344
620,2005,Hokkaido,40,44,Male,170573
621,2005,Hokkaido,40,44,Female,184127
622,2005,Hokkaido,45,49,Male,172033
623,2005,Hokkaido,45,49,Female,182366
624,2005,Hokkaido,50,54,Male,205963
625,2005,Hokkaido,50,54,Female,222496
626,2005,Hokkaido,55,59,Male,223790
627,2005,Hokkaido,55,59,Female,249643
628,2005,Hokkaido,60,64,Male,174908
629,2005,Hokkaido,60,64,Female,203591
630,2005,Hokkaido,65,69,Male,159124
631,2005,Hokkaido,65,69,Female,187210
632,2005,Hokkaido,70,74,Male,144875
633,2005,Hokkaido,70,74,Female,171240
634,2005,Hokkaido,75,79,Male,107585
635,2005,Hokkaido,75,79,Female,140398
